gene,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63
P29371,-4.3522515,-1.252678,-0.41411623,1.600672,-0.025617806,-1.2556329,-0.805672,0.0013483515,-1.0482514,1.7001604,1.1946923,0.40200552,-2.4039068,2.8668315,-1.3487256,-1.260462,5.075718,2.0577872,-3.9889145,15.862693,-11.820754,8.03739,-5.5654764,1.4649192,-3.3671117,3.6176822,-0.21502848,-3.2349393,4.214509,-1.7549249,-2.6835332,0.11443384,-0.9719111,0.44745034,0.22628371,-0.04567042,-0.43563372,0.19042712,-0.2255288,0.75442725,-0.52019364,1.6085757,-0.5122404,-1.0247211,-0.23602252,-1.3520089,0.84914136,-0.7455628,2.4221709,1.4115838,-1.5576665,-2.0162628,2.0548842,3.152056,-3.6632688,1.3846914,2.4878836,-1.8571745,-2.2335446,0.21470082,-0.49189946,-0.82015985,2.033893,-1.558847
P29597,-5.8514905,-1.7012258,-0.6670126,-0.019802563,-0.0846422,-0.43880156,-0.33256173,-0.92181504,-0.40155917,-1.157626,-0.5898906,-0.74399555,-1.5998516,-0.38169807,-1.7326472,0.8317985,-1.6659498,0.86653125,0.109858476,-0.12604706,0.8039588,-1.9306763,0.48903662,-1.751945,-2.087143,-0.82234716,2.5272706,0.061316416,3.440765,1.4957314,0.5505435,0.70790553,0.37695548,0.15425397,0.489905,-0.025306143,-0.0027874424,0.07796701,0.17757592,0.081080005,-0.016031984,0.19487442,0.14241683,0.0045397156,0.0030788435,-0.004653924,-0.017580688,0.020097839,-0.0038091682,0.0107845375,0.0073996885,-0.004230977,-0.000104879175,0.004956617,-0.0010421642,0.0005510799,7.234285e-05,-0.004457188,-0.0025203933,0.00046149222,-0.0036070223,-0.00653914,0.013609615,-0.01197205
P30411,-5.1626472,-1.5876024,-0.8561522,0.5755791,-0.18965903,-0.6085168,-0.16495748,-0.4070835,-0.5432504,-0.49448782,0.14385265,-0.3357642,-1.5018523,0.68536925,-0.9884872,0.05876293,0.2562495,0.67685705,-0.33946398,1.4319943,-0.77959985,-0.015981855,-0.037211336,-0.13063383,-0.31475514,-0.019783048,-0.37597772,0.33756712,-1.7692968,0.010568038,0.26382342,-0.7326837,0.68591064,-0.38467002,-1.2249591,-0.9936478,0.8551678,-0.40536517,-0.1593599,-1.6216143,-1.2025983,-1.3759979,0.1343931,-0.17246383,-0.7232934,0.050430764,-0.2592283,0.08033895,0.38423058,0.13877459,0.536303,1.5104762,-1.3728787,-2.2090418,1.5655081,-0.80541897,-1.1853343,-0.95764536,0.8741464,-0.11243066,-0.6899376,-0.29390794,-0.07940427,-1.0617244
P30542,-4.930669,-1.5991508,0.5235254,1.5969093,-0.58059156,-2.6180503,-2.9500499,-2.2291896,-7.8115034,29.148148,0.28568515,0.40056828,4.827349,-1.1064183,1.9568373,-0.48659667,0.7214415,-0.80657023,0.28318447,0.560642,-0.6214442,0.69092983,-0.35180122,0.302735,0.6753152,0.36672872,0.6868485,1.6195364,-1.0104114,1.3804294,2.7707443,0.5488739,2.7478788,-1.696489,2.8762984,2.268235,-0.59457505,-1.0344001,8.088996,-7.3031907,5.7013845,-0.6292614,-5.093571,-0.70480525,0.23426552,0.5383436,0.0075342716,0.73743343,0.003011212,-0.2816383,-0.45602122,0.7245728,0.79725075,-0.24804084,1.7619926,8.587401,3.0853684,-0.92509854,2.612253,-0.49909765,0.18877259,0.03227123,-0.67152405,0.3065845
P30556,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833622,0.007811782,-0.52824724,0.03244593,-0.6696396,-0.6338017,-0.98311627,1.6299937,-0.31190985,-0.6771003,-0.1420638,0.01910396,0.48924148,0.85647774,0.68745697,-0.553904,-0.39554188,-0.24488802,-0.030757157,0.17882916,-0.26229066,-0.12694918,-0.047284592,-0.26992533,-0.19062708,0.7029269,-0.55969137,-0.20553851,-0.022951175
P30926,-5.6674886,-1.6162915,-0.5841366,-0.043329667,-0.051403265,-0.37186038,-0.2052557,-0.742922,-0.31521258,-0.88445884,-0.50299436,-0.5515558,-1.187717,-0.2045001,-1.1277472,0.6510213,-1.0372026,0.07977468,-0.059362724,0.0050895954,0.26476562,-0.5783443,0.7430487,-0.5363956,-0.5613899,0.12645777,-0.76487684,0.13322608,-0.86612344,-0.95314485,0.083777145,-0.43420225,-0.4747101,-0.7673102,-0.3408067,0.34733343,-0.44583908,-0.24403824,-0.60495245,-0.1591957,-0.1601629,-0.42504904,-0.77751523,0.13250273,0.16769816,0.025099427,-0.018781612,-0.17459925,-0.07555249,-0.17255186,0.13544473,0.63259745,0.27620363,-0.12701137,-0.032728985,0.22709373,0.43475014,0.37716937,-1.0686013,0.31424832,-0.13818404,-0.04540575,1.9182163,-2.2625644
P30939,17.1815,-4.3096523,-18.992804,-11.188437,2.7714229,-1.1505032,11.971857,0.14943762,-0.42147058,0.41632408,-4.0201206,0.6018757,-0.3690781,-1.7078898,-3.4337661,-7.0262094,-2.3158054,10.314989,6.2016993,-0.6487229,1.5567497,-3.7015707,-5.7326574,-3.4244502,1.5359708,15.110211,-7.2420115,0.74783415,1.3855451,-0.4961179,3.1992702,-0.0073202495,6.134024,0.8270037,-1.7909873,-0.7208002,-1.7117614,-0.7164644,-1.2162896,-6.5520177,-5.815862,4.875686,1.4849888,1.0772904,-0.98638153,-1.0657266,-0.9081118,0.3504496,-5.9092054,-4.8972282,-1.154806,-4.728802,-0.2494221,2.1777737,1.3385701,0.052025504,-0.6542877,-1.2612529,0.45986906,0.38014457,0.5364327,0.45039767,0.695437,0.060261376
P30990,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833622,0.0078117833,-0.52824724,0.03244593,-0.6696396,-0.6338017,-0.98311627,1.6299937,-0.31190985,-0.6771003,-0.14206377,0.019103969,0.48924145,0.8564778,0.6874571,-0.553904,-0.39554188,-0.244888,-0.030757137,0.17882912,-0.26229057,-0.12694916,-0.047284596,-0.26992542,-0.19062705,0.7029268,-0.55969137,-0.2055385,-0.02295115
P31644,-6.3359103,-1.9882628,-0.7671197,0.19905032,-0.2540566,-1.3944482,-1.311556,-2.98098,-2.8214874,-5.236407,-1.806046,23.080202,9.775669,-1.6998024,3.0101418,-0.02582382,-0.34613904,-0.38623405,-0.036034755,-1.2764446,0.8106434,-0.30820575,-0.0635725,0.052513767,-0.31794477,-0.10470409,-0.049686223,-1.467481,1.0244368,-1.0085891,-1.6368024,-0.050618835,-2.582968,1.0800283,-2.2836325,-6.917774,-8.545841,-3.0981858,3.5389812,0.44947228,-0.017503988,-1.3341032,0.54214597,0.114666834,-0.108527884,0.086515576,0.33991212,-0.3855931,-0.0006283497,-0.15236309,-0.07639827,-0.13893889,-0.10002892,-0.17648703,-0.016779179,-0.40889314,0.61867595,-0.97109103,1.9016656,-0.46202418,1.0648985,0.07011896,1.5868313,-0.5688794
P31645,25.6114,-0.6428458,36.520283,-24.891703,-27.437193,0.15088542,0.5281544,-0.011211375,-0.4824024,-1.3445626,1.7600955,0.07267264,1.149102,-5.354285,-5.913186,-6.536956,-0.8063363,5.630944,10.039372,0.4766252,-0.03414022,-0.38681033,0.41926527,-0.016139062,-2.11621,-5.778634,-11.759187,8.106312,4.5049615,4.949939,-12.105298,-3.9924927,1.2447373,-6.336403,2.7141964,-1.5561271,0.8386945,-0.8237973,0.7875427,-0.9285164,0.20956556,0.8182017,1.301975,-3.568905,-1.3216269,1.4459375,0.18429033,-1.583011,1.3506056,0.63363874,-0.10992482,-0.2789552,1.7865382,-0.19211432,1.3032293,-0.5741085,0.8899893,1.7590102,0.19673933,0.5976853,-1.3951712,1.2134331,-0.35689086,0.0062875235
P32239,-4.251212,-1.3027332,-0.44920847,1.3331708,0.22551171,-0.8831095,-0.39922526,0.06584854,-0.5581404,0.79729015,0.89169365,0.05944333,-1.4401354,1.4954815,-0.68187296,-0.4857733,2.235137,0.9110765,-1.1276419,2.637331,-1.7971352,0.7960278,-0.84214795,0.071011506,0.3001808,-0.51874083,0.29906034,1.3657945,-2.431736,1.4700025,1.9437664,-0.0317201,1.2286392,-0.77632046,-0.44331434,-0.77537984,0.27648896,-0.5243886,0.38253826,-1.619116,-1.4702113,-0.66563106,1.4401273,-0.28111467,-1.1573385,-1.1801755,-0.08373653,-0.37418666,1.0613889,0.849126,0.32143986,0.5069,-0.43485704,-0.49379626,0.1799501,-0.27801675,-0.44138414,-0.010813898,0.03240847,-0.18358089,1.0602385,-0.39600936,0.08649129,-0.27806616
P32247,-5.8108377,-1.6823338,-0.6539682,-0.019178845,-0.081032,-0.41740826,-0.31515348,-0.8656164,-0.37515408,-1.0756668,-0.5454261,-0.68311596,-1.449455,-0.34091613,-1.5318258,0.73053515,-1.4224623,0.70257586,0.08479425,-0.08819771,0.5534704,-1.2489221,0.30028394,-0.9502523,-0.9480689,-0.34736782,-0.86772275,-0.057670623,-6.417955,-3.8177772,-7.688431,17.202631,2.611919,0.79896986,2.5238023,-0.10906242,-0.011863566,0.3286785,0.7357766,0.33536407,-0.066526145,0.8134717,0.6155188,0.021181794,0.016248355,-0.026271306,-0.11365784,0.1505096,-0.03134872,0.09915796,0.07978094,-0.045611657,-0.007649455,0.082631186,-0.015712261,0.017376717,-0.10587498,0.13459943,0.045451406,-0.0035726847,0.03959444,0.04316874,-0.094149955,0.060229316
P32297,-0.41351423,0.06170554,5.3259654,-2.5543218,2.80223,-1.1121358,6.6349125,-0.60638773,-0.005305296,-0.1622075,-3.200009,-0.30282235,-2.832309,3.7878108,2.0758429,4.873371,0.43800938,-12.605175,-2.8177154,1.1819469,-1.2272345,2.489449,12.59432,-0.73646307,-1.4661565,4.0123224,-6.235639,1.5402079,2.0402715,-0.59917796,1.9661279,0.59623796,0.775964,-1.2772357,0.40097988,-0.8424467,-0.42581558,0.06818564,-0.11170946,-0.5796388,-1.1202738,-0.47831085,1.1937392,-0.13938081,-0.65026987,-1.2828805,0.7211323,-0.6533439,1.47155,1.3278385,-0.571983,-1.4440345,-1.5644807,-0.46277192,-0.15840963,-1.1151502,-0.49976823,-1.7690703,2.841686,-0.8703517,0.6683273,-0.5053605,-3.5030375,3.385443
P32745,-6.9621205,-1.8894784,-1.1923676,-0.088508986,-0.77921253,55.689835,4.0090055,3.9111052,1.2160274,2.8020422,1.2419411,1.210577,1.9257983,0.34054783,1.3818411,-0.66516477,0.94745225,-0.2601209,-0.016337762,0.03830956,-0.15938114,0.2986964,-0.112998255,0.17997502,0.16018528,0.06383909,0.07355863,-0.003737935,0.20804638,0.09007117,0.1271292,0.09472578,0.05678823,-0.043647528,0.16672094,0.01618259,-0.009478286,-0.0055213165,0.09344017,0.14140835,-0.02999086,0.03838305,0.014467811,-0.04104313,-0.022130823,-0.0029879713,-0.009271799,-0.0026499731,-0.016560715,-0.020835487,0.0076505886,-0.03528639,0.0026455526,0.01915517,0.014188108,-0.008992541,-0.009852975,0.007594442,0.015206833,-0.0074404147,0.010723763,-0.0030787014,-0.022474673,0.0134403845
P34903,-6.4611325,-2.0570407,-0.8032191,0.24504988,-0.2975457,-1.5954642,-1.5087419,-3.4010832,-3.3041074,-6.0414057,-2.0409646,27.61255,11.877875,-1.9850225,3.7894104,-0.14638145,-0.13792917,-0.600589,-0.079383634,-1.4226187,0.82947636,-0.17305131,-0.15240268,0.18229331,-0.25844404,-0.08289857,-0.03173911,-1.4088942,1.3460473,-0.91607106,-1.4294225,0.102333136,-2.1064508,0.9846361,-1.6684455,-4.9455094,-5.9014783,-2.0183842,2.3562295,0.30870116,0.023219565,-0.6143158,0.2983339,-0.112744205,-0.044145975,0.0040597245,0.2995311,-0.41891065,-0.030472685,0.008611574,0.036000825,-0.18129955,-0.049963914,-0.061744127,-0.05340389,-0.16441685,0.3107205,-0.47758925,1.1472434,-0.23631425,0.53537536,-0.009971117,0.6491202,-0.06641171
P34969,41.322533,0.13407075,-9.004374,-12.10763,13.855918,-1.8439848,23.882874,1.18069,2.2968507,3.7834504,-10.002581,1.3696986,-0.019275354,2.8903985,3.150101,-0.56714994,1.7414752,8.450088,-20.5372,-3.1162665,2.4987614,-3.0117116,-8.151483,-1.4885932,3.657709,6.929133,0.29889706,9.417746,0.61688,6.5648417,-0.22557856,4.1827283,-13.904302,-4.659461,0.72421455,-0.32909656,1.0167253,0.46797624,-1.0540572,0.25801072,1.6756417,-1.0286324,-0.7655359,0.23202825,0.5725602,-0.56564415,0.70205355,1.1686589,1.3974808,1.0762508,-0.70080125,7.322899e-05,0.9133222,-0.3894503,0.8620406,-0.26380318,0.13202193,1.1662972,0.26957473,0.11916543,0.1398062,0.30507553,-0.17661573,0.20878266
P34972,-4.895154,-1.7645766,0.32962978,1.6140107,0.5057088,-1.7123777,-0.78630066,0.7945143,-1.0876414,1.9968113,1.470121,0.6698852,-4.79335,6.028527,-4.299597,-1.9098694,33.053486,1.0606837,2.9739544,-7.701912,4.9640207,-1.6978983,1.9573925,-0.28019983,-1.241723,1.1582751,-0.5468472,-1.6714061,1.6865841,-1.1757917,-1.0455449,-0.037651304,-0.3564224,0.5945862,-0.2788938,-0.031758796,0.1933474,0.09530536,-0.23993438,0.4569227,0.28275785,-0.07536666,-0.12034813,-0.21239877,0.11566585,0.5027014,-0.09235183,0.6158301,-0.08345987,0.34008196,-0.07430205,-0.1678251,-0.5004563,0.10595226,-0.36633024,0.047338825,-0.30978763,-0.7317711,0.11765962,-0.055961054,-0.76983225,-0.17987093,-0.5576721,0.04012649
P34998,-5.122677,-1.3749208,-0.3659878,0.25668857,-0.038620614,-0.4072996,-0.31240293,-0.75408554,-0.46262148,-0.26245826,-0.2653199,-0.5259572,-1.053572,-0.140462,-1.063491,0.3709724,-0.6026892,0.8455644,-0.6151074,0.346697,-0.017779475,-0.37466207,-0.061864506,-0.34268862,-0.5993949,-0.2803441,0.13810815,-0.38045877,-0.9777314,-0.8950985,0.042492237,-0.29361433,-0.7385151,-0.17880562,-0.6187518,0.21064563,-0.23125334,-0.18996523,-0.28858358,-0.5427702,-0.010775942,-0.3607333,-0.691425,0.33692858,-0.18484494,-0.77430505,0.46263975,-1.2759784,0.062242404,-0.4479181,0.24987951,0.5472971,0.06232446,-0.44200054,0.04575073,-0.08756426,0.37355286,-0.371037,0.03365902,-0.020805588,0.16537455,-0.10352638,0.5344184,-0.14889717
P35346,-6.9429,-1.8844203,-1.183807,-0.08748947,-0.7687231,54.859913,3.9457393,3.8424208,1.193422,2.7474186,1.2168798,1.1845051,1.8803878,0.33167762,1.3443356,-0.6470887,0.91824394,-0.24965207,-0.015393953,0.036874548,-0.15221275,0.28404492,-0.10851497,0.17021824,0.15114844,0.060417,0.06847468,-0.0037684883,0.18827465,0.08049573,0.11854176,0.08461421,0.049548462,-0.04418088,0.15090357,0.015910443,-0.008920618,-0.0072848173,0.08270095,0.13004936,-0.027609704,0.028188286,0.006199593,-0.038251843,-0.020660829,-0.0024684197,-0.0067416267,-0.006740375,-0.01422895,-0.0208001,0.0046157395,-0.029903525,0.0050939335,0.012255785,0.013587498,-0.007981265,-0.0037752297,0.0022758492,0.007348651,-0.006685362,0.004383777,0.0025284388,-0.019283153,0.007821691
P35348,50.764404,0.104742974,22.129383,16.113382,-7.2022038,0.44965574,-1.537478,-0.10781673,2.3839674,-1.0613703,13.670012,-0.85777384,2.3946152,0.8571668,12.677083,33.487125,2.5229497,14.714599,-0.9213495,0.7384135,-0.2662814,-0.04158598,1.4328887,0.268849,-1.5917312,-1.6146477,-5.5971913,3.193914,1.884445,-0.5815246,2.5716877,1.1515383,1.342526,5.776703,-2.4954975,-1.5655061,2.7142355,0.25061452,2.2076128,1.7589744,-0.7339311,-1.238303,-1.5390449,-1.0606241,-2.4235587,-6.9058394,-0.87076277,1.6072216,-1.2705243,-1.0681957,0.37305856,0.86666024,0.9975404,-0.032400087,0.5290199,0.6147558,-0.89297366,0.32738486,0.084667556,0.083144,0.55937,0.35643166,0.8079554,-0.38648647
P35354,-5.530421,-1.688844,-0.36613888,0.4233908,-0.108207665,-0.42709842,-0.35874018,-0.8515373,-0.3760685,-1.1260177,-1.0764058,-0.9383836,-0.9404906,0.6861947,-0.52943474,0.18518822,-1.1061968,0.4812831,0.70056194,0.34286225,0.12750275,-0.7932826,0.9126763,-1.1948283,2.4194512,0.25671822,1.0612917,-0.5455991,-2.0307765,0.5931697,-1.7871354,-1.4337182,0.33497894,-1.5450342,-1.7245194,-0.17343225,-0.047310445,-3.154431,-1.0402237,1.8788071,1.6086999,3.62898,-2.7043927,2.7748194,2.2527785,-2.5895238,-5.7381196,-0.91359437,0.43515307,0.70632625,0.36488852,-0.64230293,0.8790162,0.44564185,0.105423495,0.011369195,-0.40878117,1.8889809,1.0912366,-6.4232583,-2.4601026,-0.22023666,0.42474693,0.14885941
P35367,39.06051,-1.2139816,28.184464,1.8129727,7.262269,0.29598224,-6.2248907,0.52706575,-0.9231474,0.10145239,-1.1748255,1.9694579,-5.709465,25.402342,20.975,-11.929305,-6.093466,16.074326,8.370986,-0.28344655,-0.011028919,1.7263718,12.101206,-0.19147274,0.10695484,3.1884506,5.2119827,-10.909554,-3.319596,5.749834,-0.9162272,0.490491,-2.6373947,-2.2437716,2.9187472,2.315711,-2.6259575,2.2398255,-0.81955624,-2.6078877,-3.6693592,-2.2753215,-0.55262905,0.59147507,0.34961563,1.572646,-0.9236694,-0.62614715,0.58134913,0.84862274,0.2924462,-0.0009042253,-0.39702615,0.17925127,-0.61885774,0.070130005,-0.0664042,-0.27288523,0.29093713,0.12736107,-0.3001455,0.43448794,0.014514981,-0.4063558
P35372,5.5080066,92.420204,-1.5531259,-1.0609379,0.040431596,0.8672141,2.3794858,0.25128746,0.5617859,-0.19992647,-1.479661,0.05403216,-0.11962953,0.77326924,1.4760466,1.76086,-0.3031869,-4.3404317,-0.996639,-0.81847554,0.2822014,0.6943677,3.0444603,0.24928266,-0.33302513,-0.7007053,-0.7718134,0.5330262,2.43471,2.1315498,-5.456003,-0.22320205,0.33161995,6.154701,-6.3198323,-1.8945954,0.7590349,2.1330976,-3.9670374,-10.21965,2.1863713,2.028906,3.2371426,3.779541,2.0917776,0.03429025,-0.25000644,1.7902906,1.1422592,2.8591075,0.18418017,2.604418,-0.43654025,-0.65730417,-1.4567287,0.97206986,-0.44779882,0.9463778,-0.5799814,0.62733114,-0.28423002,0.5054285,0.92984015,-0.32737607
P35408,-4.807109,-1.5439025,-0.57943153,-0.26137173,0.12529105,-1.1961507,-0.06960722,-3.6007752,-1.9912993,-7.3448105,-3.8137994,-15.365995,23.137611,1.5565901,6.0454235,-2.4296196,2.8955793,-1.3684403,-0.351693,-0.15668534,-0.21505034,0.5919805,-0.36990407,0.63078547,0.32272753,0.55315906,0.5818382,-1.0156276,0.23150468,0.96569365,0.30248946,0.42387947,-0.021480393,0.6928689,0.100262195,-0.213416,0.76486206,0.17647766,0.9118677,1.4503585,0.42925805,-0.76470554,-0.108536474,-0.96263963,-0.6429265,0.15754502,1.3717897,0.0493238,0.5993355,0.007653127,0.16357264,0.8706275,0.21595001,-0.4121641,0.021603672,-0.013462075,-0.15895812,-0.90610915,-0.16469173,1.557494,0.9832644,-0.1711555,-0.4887904,0.0975192
P36544,-5.1421714,-1.4399071,-0.09770588,-0.48413143,-0.15519357,-0.48865548,0.13941541,-0.8809556,-0.49062985,-0.49334127,-1.0387237,-0.40825665,-1.1590385,0.101449564,-0.9561203,1.0733658,-0.8843675,-2.037119,-0.6873801,0.7812209,-0.39587924,0.22931765,3.1423445,-0.744518,-0.89516914,1.8936883,-2.1655073,0.42640433,-0.19333784,-1.8914777,1.9443362,0.0083466545,0.0076605575,-2.2236621,1.2827127,1.4065472,-0.9629159,-0.57583225,0.22479899,1.5219688,-0.3206348,-0.7193507,-1.2443823,-0.09740998,-0.12030558,0.22332428,0.27677536,0.3659144,0.07097718,0.029562548,0.82410055,1.4946947,0.03284116,-0.1558038,-0.71004146,0.1446802,0.3669058,-0.4320039,0.5930166,0.7782438,-0.30325866,0.9387484,-0.080627725,0.19896913
P41143,-0.74808496,76.72518,-7.725669,2.543235,-3.3461695,-0.03687576,-4.806262,-0.1429433,-0.46488482,-0.49913496,0.32257822,-0.100542605,0.041445397,-0.04061882,-0.5439392,-2.9751587,-1.5285877,3.543434,2.6196947,0.123180166,0.16218893,-0.60503256,-0.8896325,-0.3667294,-0.39212376,2.8053515,2.0494156,-2.8380072,-0.08318134,-7.1561403,3.852053,0.029689346,-2.2663212,-9.127299,3.2755015,-7.6093106,9.894648,-1.8847344,7.4377,4.008426,-3.8968062,-1.8570832,-0.36063242,1.1857675,-0.4864229,0.27499217,0.19027632,-1.4825715,-0.101647474,-1.738674,2.081464,-1.1948994,-0.15087302,1.0661209,0.009797203,-0.31137028,0.6503164,-0.13794324,0.18119743,-0.23625445,-0.06337698,-0.003269985,-0.29747206,0.06773955
P41145,1.3735347,83.25532,-5.693906,1.5892003,-1.1602187,-0.3147312,-3.2387393,0.5535766,0.03988327,0.43509036,0.7792492,0.39912176,0.6186013,-0.9380212,-0.99372274,-0.88767034,1.4854687,2.763951,0.29881856,0.51721704,-0.29214883,-0.25491902,-2.5278127,0.045039684,0.855527,-1.5325941,-0.9342868,2.210352,-2.2499754,4.001078,2.3896677,0.2656937,1.8630229,1.4893961,3.9722755,9.108339,-10.128818,-0.52344304,-2.6916583,7.278071,1.3234208,-0.27843857,-2.9072316,-5.2342844,-1.7931516,-0.3185311,-0.004011106,-0.39294916,-1.3043413,-1.0820866,-2.1494176,-1.5352746,0.54456925,0.18479383,2.1543097,-1.0200449,0.15183501,-1.2017266,0.51036036,-0.48507386,0.3425331,-0.6028022,-0.7595464,0.29291523
P41146,-5.658719,1.3179399,-0.89610183,0.055712454,-0.21822336,-0.35203066,-0.48586863,-0.729235,-0.31365076,-0.94741666,-0.5065958,-0.56118757,-1.1849775,-0.29543325,-1.2425047,0.48800042,-1.1186,0.62205106,0.21283054,-0.09784728,0.3906108,-0.8056266,0.19265944,-0.5635391,-0.49207604,-0.23890224,-0.40516084,0.2065992,-1.4887129,-0.43329594,-0.7297979,-0.8410205,-0.36681753,0.49834445,-1.4380348,1.5370233,-2.0067017,-0.039056595,-2.6603365,-1.2863866,1.2289803,-1.0617769,-1.463761,-1.2358258,0.056349177,-0.14988893,1.2527024,3.1872475,8.638818,-9.756911,7.808069,-4.01831,0.044390287,-0.46738306,-3.2831814,1.1476617,-1.628753,2.172083,0.24649496,-0.025155881,0.27664128,0.46693796,-0.5884575,0.3529897
P41594,-5.49204,-1.3629234,-0.6357028,-0.08119645,0.31938818,-0.45701814,0.021704836,-0.87987465,-0.3643661,-1.0686669,-0.6569872,-0.6785088,-1.5207555,-0.30019057,-1.4898368,1.0694127,-1.3946512,0.30312943,0.073216446,0.08513348,0.4174476,-1.0760511,1.1363505,-1.0439795,-0.88224345,0.29732296,-1.1250192,0.07361113,-5.083491,-1.4735602,-0.9692161,-5.2586846,-5.0719438,8.310417,11.666113,-2.4055142,0.7263063,0.8397911,0.986845,-0.29892612,0.5537834,4.4369783,1.6904659,0.04996417,0.2685213,-0.59793055,0.26852018,-0.2278653,-0.065132946,0.35661536,0.19044666,-0.7970172,-0.8737943,0.23509666,0.28899318,0.32839262,-0.4733636,0.72833407,0.48351592,-0.2077564,0.7803632,-0.23767336,-2.6074207,-2.3940792
P41595,50.438152,-7.3841505,-49.35872,-25.256973,-5.3876085,2.181072,-26.382793,-1.0972284,-3.311185,-2.7137039,0.7811698,-1.6102344,-1.9482545,0.60993874,-0.80789894,2.250518,-0.89318424,-15.684122,-1.6546125,-2.3669345,1.6911777,-1.6041311,-3.5623732,-0.9633475,1.1433522,4.577143,-3.7333887,-9.40644,0.10489608,8.935095,-6.661857,-1.7375636,0.87570965,-0.449702,2.729173,0.59354097,0.9063665,2.1125429,1.7831447,1.1010574,-0.5678196,-5.2581396,-0.8198574,0.68546444,-1.3768419,-4.8518405,-0.57346493,2.307718,-0.6866534,0.6216767,0.73014426,0.7404744,0.33064803,0.29539308,-0.43465045,0.49773645,-1.0876085,-0.18897703,0.016940057,-0.08160954,0.29310456,0.04170683,0.48007014,-0.6143664
P42261,-5.6820607,-1.6246186,-0.6167413,-0.017545944,-0.07224335,-0.36722308,-0.27517197,-0.742687,-0.31888,-0.9055934,-0.45530888,-0.56366485,-1.1711318,-0.26974058,-1.1949674,0.56485176,-1.0618263,0.49592018,0.057193626,-0.055219408,0.34278017,-0.74468577,0.17405395,-0.5200843,-0.48676395,-0.17453812,-0.2968673,-0.01607045,-1.3963026,-0.7168629,-0.45103315,-0.7936717,-0.6839117,-0.44726115,-1.4425923,0.5471092,-0.24671386,1.231319,0.57396525,0.065732665,-0.002621801,-0.027972529,-0.19527383,-0.013202249,-0.015951935,0.02379872,0.1336381,-0.21121863,0.047680855,-0.1603656,-0.13424318,0.06978678,0.019883797,-0.15428911,0.024539968,-0.03976088,0.26116428,-0.355029,-0.12741655,0.018608185,-0.08676692,-0.14659046,0.33932525,-0.25441024
P42262,-5.7759614,-1.6664797,-0.64346695,-0.018702911,-0.078395985,-0.40214443,-0.30289868,-0.82723385,-0.35741296,-1.0215241,-0.5164886,-0.6443071,-1.3571143,-0.31680962,-1.4161663,0.6731594,-1.2933651,0.62473416,0.07397703,-0.07444163,0.46482813,-1.0303179,0.24435246,-0.75136375,-0.7249334,-0.26253977,-0.51848143,-0.029761525,-2.7514224,-1.4545484,-1.0385962,-2.022031,-2.1103904,-1.6956286,-5.5057783,3.3880775,-1.7088422,9.420662,6.738923,1.9780359,-0.34630498,3.9789999,2.4684088,0.07348096,0.056153417,-0.0821061,-0.3522972,0.47364864,-0.09927265,0.31427696,0.24825108,-0.13184811,-0.028414719,0.25280473,-0.042079646,0.058341235,-0.35704947,0.4535338,0.1554333,-0.021397248,0.09617932,0.1544689,-0.3646528,0.26058415
P42263,-5.041846,-1.5560433,-0.13320298,0.83802986,-0.23586157,-0.90543306,-0.83660495,-0.034524098,-0.647281,0.83454424,0.0679041,0.42490575,-1.416591,1.3444346,-0.87956184,-0.13704453,1.9803411,-0.25587544,-0.5434463,2.6258624,-1.7337289,0.6521504,-0.14532216,-0.18738808,0.58742476,0.11594109,0.4538836,2.6546426,-4.4066157,1.3601785,3.413884,-1.208273,1.1630833,0.5679676,4.2018666,0.5172709,0.208732,-0.5484601,1.3405504,-0.79406536,-0.44744235,-0.37839153,2.7660306,0.5972571,-0.4143101,2.8418427,-1.767838,4.0282893,-1.536773,-1.4057482,0.22901581,3.3442328,5.3331223,0.20327567,-1.9808904,-1.3971384,0.26457033,-0.23406912,-0.37841165,0.28583297,-0.71521884,0.66874444,2.6663613,3.345033
